Transaction_ID,Country,Product,Import_Export,Quantity,Value,Date,Category,Port,Customs_Code,Weight,Shipping_Method,Supplier,Customer,Invoice_Number,Payment_Terms
7d8e047d-4337-479b-8432-a0c92ccdde24,Cuba,either,Import,6687,8474.85,05-01-2023,Electronics,Lake Thomasville,182251,2529.91,Air,"Thomas, Lawrence and Butler",Mrs. Julia Bennett MD,2570447,Net 30
cef46fcc-3954-425a-bb3f-57ab1481783c,Guinea-Bissau,able,Export,3866,9247.9,04-07-2020,Furniture,New Roberttown,204343,1062.82,Land,"Davis, Ellis and Wong",Preston Harrington,59898421,Cash on Delivery
9e9ba22d-6c9c-4e6f-8418-1131700c85e8,Christmas Island,visit,Import,1709,3594.66,03-10-2022,Furniture,Campbellborough,882639,1142.66,Sea,"Campbell, Castro and Cameron",Nathaniel Everett,80668200,Prepaid
c1fa924e-e1bc-4fb2-afed-6cc540b000a4,Sri Lanka,know,Export,7684,1799.04,06-09-2020,Machinery,Brianfort,795816,3630.13,Land,"Parker, Carlson and Acevedo",Crystal Thomas,88628527,Cash on Delivery
3f43877c-732f-4dd1-bcac-29bd28df7ec7,Seychelles,everything,Export,3310,6858.83,03-07-2022,Electronics,Catherinemouth,313266,4900.74,Air,"Shaw, Fleming and Collins",Miguel Castro,25919247,Net 60
48bbadfb-4f04-4d42-83e0-d9d25db467c1,Gabon,view,Export,25,823.17,28-01-2023,Electronics,Michellefort,650957,1677.71,Sea,Sanders-Lee,Nicole Clark,51306776,Cash on Delivery
ec5ba702-7f84-4918-bfef-92b90356269f,Marshall Islands,sell,Import,3026,8584.93,27-08-2021,Furniture,New Alexandramouth,908595,2926.87,Land,Davis-Gibson,Marcus Deleon,1503280,Prepaid
e58ca4d8-d149-43c2-af69-e391de6becbf,Gambia,sign,Export,8538,5496.35,25-04-2023,Furniture,Laurenbury,819625,792.65,Land,"Howard, Reid and Collins",Shane Ward,34442523,Cash on Delivery
6f1f7a15-0631-491b-9073-039f1e6ad906,Aruba,list,Import,8989,1627.22,16-05-2020,Machinery,Lake Joeland,834659,999.44,Sea,"Carson, Lopez and Butler",Samantha Rogers,56814887,Net 60
dbc4bf1e-5371-48fc-91eb-59e482aa388f,Marshall Islands,rule,Export,453,537.74,14-07-2021,Furniture,Michellebury,957323,2010.68,Land,Williams-Hodge,Douglas Welch,95583526,Prepaid
7ac7bb63-3c99-4e22-a88a-ee9c4712c4a1,Sweden,information,Import,5809,7668.01,11-01-2023,Furniture,Port Sandra,118461,1241.76,Air,Spencer-Simmons,Amy Hall,29602829,Net 60
8bc88bcf-7b1d-4049-bcc4-616df40d2a37,Seychelles,lot,Import,9363,7888.29,26-03-2020,Electronics,Lawrenceton,366191,344.79,Sea,Crawford-Sanchez,Michael Escobar,75608545,Net 30
3fdc5044-af82-496b-ad8b-95d744947bbb,Vanuatu,everything,Import,9615,7947.39,24-11-2022,Toys,Kathrynborough,278094,4122.84,Sea,Rivera-Nichols,Joanna Woods,92356245,Prepaid
62441779-b2ef-4d74-8bed-850a71868baa,Marshall Islands,card,Import,9113,9440.76,29-10-2023,Clothing,Denisetown,579968,3515.7,Land,Bell and Sons,Samantha Mccormick,28989919,Net 30
9aedbbee-9a8e-4f1b-a846-506cb341712a,Belize,smile,Export,8978,3187.74,07-02-2020,Machinery,Kyleburgh,535654,1916.07,Air,"Walton, Patterson and Hancock",Alexandra Bailey,44066373,Prepaid
b76fc5b2-acc5-42df-bac4-9efa5be12d09,Barbados,against,Import,3572,9606.56,11-06-2024,Clothing,Blevinsside,214239,4480.66,Sea,Mcdonald-Mack,Mrs. Krista Young DDS,97619381,Prepaid
afd125c9-d9e9-4ff1-b38a-1771eb8b178b,Saint Barthelemy,stand,Export,2634,5396.64,11-07-2020,Machinery,New Ryanstad,333418,768.59,Land,Martin-Hart,Sherry Frost,48870070,Cash on Delivery
c8db89df-a6f0-4f52-b3e2-e524c9576f90,Bermuda,lot,Import,6258,4273.67,09-01-2023,Toys,Ashleyport,866757,3416.28,Sea,Castillo PLC,Jessica Lyons,954565,Prepaid
878b9f6b-57a1-4b71-a975-d279d86dbf11,Bulgaria,much,Export,7831,6423.84,12-12-2019,Machinery,North Susanmouth,776079,4312.23,Land,Nguyen-Ellis,Michael Robertson,45219997,Net 30
2e29523c-4e77-4b99-bb7b-82d77c309c05,Netherlands,a,Import,1374,8760.8,19-09-2021,Clothing,Alexanderland,235718,809.48,Sea,Hogan PLC,Justin Smith,30091362,Net 30
28ec7c65-848d-47e3-8797-5813ba4e199c,Australia,effect,Export,5206,6044.3,25-05-2021,Electronics,Jameshaven,212587,4339.95,Air,Wheeler and Sons,Robert Gray DDS,64711684,Cash on Delivery
f4d3835c-41d7-4a3c-a304-81a56606a99b,Nauru,follow,Import,1894,8222.51,24-02-2021,Machinery,Patrickland,255155,3373.41,Land,"Guzman, Weaver and Rowe",Amy Allison,23414631,Net 60
4e58cfdd-d17c-489e-b91f-c8ece49a8e3b,Poland,similar,Export,2290,8769.81,19-06-2021,Clothing,Costachester,235363,1649.05,Air,Santos-Sanders,Brian Adams,27141337,Cash on Delivery
f106dbce-c9d3-4c47-9f34-cc1079699973,Venezuela,development,Import,8602,5057.92,17-02-2022,Clothing,Deckerville,299211,3823.66,Air,"Montes, Frank and Whitehead",Rhonda Salas,41798856,Cash on Delivery
08b2ace5-f544-412b-8fb5-f417de2c4c68,Dominican Republic,performance,Export,4607,9015.92,30-05-2022,Machinery,Danaburgh,275374,3930.6,Land,Wilson-Huang,Daniel Ramos,69008304,Prepaid
edbec391-c6d3-44c3-8d34-93054105ed42,Japan,everybody,Import,4436,4080.34,15-01-2020,Toys,Port Michaelview,985438,3609.75,Land,"Moore, Bowman and Burke",Mary Roth,79114973,Net 30
f1f01d55-8e23-4954-9e23-d0abcee87db3,Kuwait,improve,Export,2813,6167.07,30-11-2023,Toys,Lake Petermouth,716612,3874.31,Land,"Ramos, Bentley and Walls",Debbie Tucker,26998553,Prepaid
80524909-ced7-4f40-a704-0c757e7df8b4,Reunion,manager,Export,3893,3641.34,17-06-2022,Furniture,North Holly,147631,2445.23,Air,"Perry, King and Anderson",Kristin Anderson,98605995,Net 30
35dad430-c8a9-4bf0-803b-1551216ec0f3,United States of America,also,Import,3668,3632.6,22-02-2022,Electronics,New Clarence,342427,3503.03,Land,Mendoza Ltd,Ian Burns,61108939,Prepaid
be2f9e27-72ac-47b3-94e0-d70643c27404,Nauru,character,Import,3613,6062.89,14-09-2019,Machinery,New Kaitlyn,104634,2405.31,Air,"Jones, Campbell and Smith",Robert Moore,10053996,Cash on Delivery
b394d10d-8f2d-487b-bb97-0b0655e95db1,Indonesia,tonight,Import,2744,2718.63,05-03-2024,Toys,South Stevenhaven,854908,585.56,Air,Chavez-Gallagher,Sharon Rhodes,71128365,Net 60
fc2c9e87-d459-4485-bb9d-9bd3078e1ba2,Sweden,education,Export,7645,4729.73,20-02-2024,Electronics,Hallfurt,473280,76.98,Air,"Miller, Bailey and Vega",Susan Fernandez,12770732,Net 30
e824be19-4e5f-474c-9341-4f5248c5f1fa,Netherlands Antilles,house,Import,9195,9472.43,08-05-2023,Electronics,Mcintoshchester,937345,2776.43,Air,"Snyder, Nash and Garrison",Jessica Hale,87202521,Prepaid
3b338859-d044-4260-b17d-815718a17403,Saint Vincent and the Grenadines,house,Import,1999,7767.85,19-05-2021,Furniture,Johnsonbury,351067,412.9,Sea,Johnson Group,Robert Fernandez,46458449,Net 30
74fc115a-2a95-4260-8a7e-028805e1076c,Czech Republic,plant,Export,4905,6439.16,02-12-2020,Electronics,Jimenezville,774084,2029.86,Sea,Smith-Baird,Joel Silva,97566374,Net 30
4c041d5a-7e41-49af-9ba7-88497b51a1fa,Uruguay,mother,Import,87,6184.99,27-09-2020,Clothing,West Robertton,528362,4288.33,Land,"Leonard, Wolf and Fletcher",Sean Perez,49545048,Net 60
d5c9d0dc-9be5-4636-8476-44a5c717d426,American Samoa,huge,Import,2816,2107.33,26-11-2023,Electronics,West Michaelville,589469,4084.78,Sea,Fox Ltd,Jennifer Williams,77632187,Net 30
a5d7ce9b-e4e1-487c-866c-04b35444f518,Guam,owner,Export,7921,2029.69,25-03-2024,Electronics,Amyside,172360,628.32,Land,"Wright, Campbell and Harris",Danielle Rogers,47389737,Cash on Delivery
559932eb-c414-4885-8af7-6ab2b4af873e,Namibia,wear,Export,3541,9609.53,18-02-2022,Furniture,Lake Daniel,506218,3888.55,Air,Chandler LLC,Hannah Woods,28240932,Cash on Delivery
0b25a561-6e19-4634-a136-078ba17d8e2b,Canada,reveal,Import,9764,6735.71,26-01-2023,Electronics,East Jason,303041,962.59,Air,"Smith, Lucas and Mckay",Alexandra Blackwell,81613577,Net 60
a2b37a67-c22c-48cb-b43a-b91468db6eba,Somalia,plant,Export,7837,7538.11,19-05-2023,Clothing,West Lindsayville,192129,4897.66,Air,"Peterson, Padilla and Hull",Lori Neal,93919210,Net 30
bba9048a-be7c-4e1e-8e4e-707771e54207,Aruba,figure,Export,1813,3592.62,06-06-2022,Electronics,Singletonhaven,834179,119.58,Land,"Jackson, Hamilton and Parker",Amber Perkins,37159074,Prepaid
bc1669d6-3c1a-44cf-a71b-d0d9667946f8,Barbados,side,Import,5951,3311.23,10-05-2022,Clothing,Masonhaven,504210,120.68,Air,Fuller LLC,Cody Jackson,38478582,Prepaid
ca9ece3a-3732-4580-ab3e-6a4315e852df,Suriname,dog,Export,5734,2126.87,31-07-2020,Clothing,Janiceberg,612399,3561.5,Sea,"Garza, Cox and Chapman",Julie Rivers,31098518,Cash on Delivery
c4fa9dd1-9160-4261-ae10-7e22fa7199d6,Nigeria,beyond,Export,1387,9018.8,02-03-2022,Electronics,Lake Tinaport,900188,1493.64,Air,Reed-Pruitt,Derrick Tanner,51236598,Net 30
1b67be6a-1da8-4911-a87f-97152f64aa0c,Palau,collection,Export,6490,1813.01,07-10-2019,Clothing,West Angela,942887,1461.12,Sea,Wagner-Black,Kristine Park,40250224,Prepaid
a3f2c9bf-9c63-46b9-90f2-44556f25e2a2,Estonia,improve,Import,5123,1569.9,04-07-2022,Machinery,Sandrastad,506951,3676.74,Land,Pugh-Green,Donald Jackson,41835625,Net 30
bd502fe8-af3c-45db-a594-f95e16ddbd8f,Argentina,program,Import,9761,3379.38,07-05-2022,Furniture,Lake Nicoleland,328858,4287.39,Land,"Rojas, Mckenzie and Hammond",Alyssa Cochran,12100791,Prepaid
af273f40-55cd-472e-8b10-cf68b7691470,Tanzania,occur,Import,8335,1689.23,16-03-2023,Electronics,Feliciaton,760826,3592.89,Land,"Rodriguez, Rivers and Hines",Richard Rodriguez,46477261,Net 30
dcdce00a-c2f2-4acf-8882-bb7207e8455e,Spain,option,Export,3210,4074.24,01-12-2022,Clothing,Patriciaport,748785,2376.45,Land,"Shea, Walsh and Lane",Shaun Martin,93248329,Net 60
1aca7acd-33b8-4dd4-81c8-8b1f12ac9b7f,Bahrain,former,Import,9320,5528.08,23-08-2021,Clothing,East Jason,819898,1760.67,Land,Hicks PLC,Ashley Black,6432235,Net 60
a507ce00-9b8d-4616-ba83-7d908953d484,Paraguay,life,Export,4130,241.83,10-12-2020,Machinery,Dawsonville,688983,3454.0,Air,Massey-Robles,Raven Hurst,17260094,Cash on Delivery
6d96a044-2b16-4563-b166-a287c974a4b3,Sudan,expert,Import,2628,4946.58,26-02-2024,Electronics,New Christopher,778150,820.93,Sea,Rowe Group,Edward Henry,25390024,Prepaid
1a4929f7-550d-4240-803d-5a8e9282056e,Tanzania,movie,Export,2323,5767.84,24-10-2023,Furniture,West Joshuamouth,933080,3417.82,Air,Griffith Ltd,Cheryl Hicks,69016331,Prepaid
d911f195-96b5-4c94-820e-5e7dc48ce086,Uganda,win,Export,6703,3019.77,26-04-2024,Machinery,Drakeshire,313910,4899.71,Air,Silva Group,Taylor Mccarthy,31514500,Net 30
54fedaa0-173e-485c-95b2-fd55a89d831d,Bolivia,listen,Export,2610,1176.32,18-07-2023,Toys,Thomasfurt,548857,1244.67,Air,"Chen, Duarte and Walton",Timothy Coleman,75764550,Net 30
080c4ebf-04a3-487c-8e31-e2e811e4bc36,France,keep,Export,6142,8715.1,12-03-2020,Toys,Laurenville,703290,4127.9,Land,Adams-Sweeney,Lisa Guerrero,33905001,Cash on Delivery
cc45745c-06af-43ff-a117-1df5da687daa,United States of America,smile,Import,2251,6137.01,25-01-2023,Clothing,South Andrewbury,278598,4192.54,Land,Schroeder-Dennis,Julie Ford,58898380,Net 60
d561d047-914d-477e-8ff0-f84c38137f83,Bangladesh,every,Import,3122,6408.84,28-03-2021,Toys,Hannahborough,405945,4843.32,Sea,Howard-Andrade,Michael Johnson,74907748,Net 30
32010fd2-3929-4ad3-afd1-84fc08deb9a9,Indonesia,modern,Import,7761,4270.86,11-05-2021,Furniture,Jessicabury,437887,2806.18,Air,"Contreras, Ochoa and Sanchez",Patricia Morris,36072092,Prepaid
bf3cfe56-a832-49e9-bae4-6529fa9fcece,Korea,charge,Export,6413,840.79,12-09-2023,Toys,Leeberg,334882,314.06,Air,Barrett LLC,Christina Farrell,80385905,Net 30
14827a89-5e63-44c6-b0ac-79dd0b5aafef,Papua New Guinea,you,Import,7828,1128.95,06-04-2023,Furniture,North Larryfurt,980177,4107.96,Sea,Robbins and Sons,Susan Gray,28205346,Cash on Delivery
27836433-60c3-446c-bc6b-f04b5a3d4eac,Canada,possible,Export,4617,2350.97,04-10-2023,Toys,East Lisaborough,240823,467.59,Land,"Warren, Stephens and Richardson",Steven Ponce,58490382,Net 30
cc690532-b6e5-4e2d-9ff6-f5ee1569d919,Tanzania,kid,Export,2191,824.3,04-04-2021,Clothing,West Kevin,137789,2611.0,Sea,Young Inc,Lori Brown,11717831,Net 60
fa73e484-96c7-4dbe-aaa8-78396259a1a5,Heard Island and McDonald Islands,side,Export,9716,8273.51,16-10-2020,Clothing,Amandaburgh,762471,4240.21,Air,Holland Inc,Heather Guzman,75098189,Prepaid
068769d5-ea6d-4b10-ae0d-df2889e0472e,Holy See (Vatican City State),man,Import,1732,9582.37,02-02-2023,Electronics,North Kristine,835778,541.72,Land,Ruiz-Morgan,Jacqueline Evans,59821977,Cash on Delivery
947bef60-8f5e-4aa3-858d-4c4e213b1b8b,Tanzania,bar,Import,7833,6489.76,30-03-2024,Toys,West Ralph,469048,445.11,Land,Miller PLC,Timothy Martinez,34225379,Cash on Delivery
bd283d7c-7432-43da-8815-6ae54f922e34,Indonesia,team,Export,131,8785.99,12-07-2024,Machinery,Taylorchester,436185,4932.91,Land,Walter-Taylor,Zachary Stevenson,35840994,Net 60
99561623-6b83-40db-b3dd-6b4c9f889566,Malta,down,Import,7253,4366.35,25-05-2020,Electronics,Rachelview,103802,4838.41,Land,Jones Group,Shawn Turner,49167377,Prepaid
98ec234d-d8a1-4d66-b92e-a378d8d4984c,Guadeloupe,majority,Export,1029,9347.88,26-01-2020,Clothing,Lake Lisa,649515,2946.78,Sea,"Moore, Weiss and Turner",Mackenzie Robertson,38685742,Cash on Delivery
b08a2d07-a023-47ae-891c-fcee84be8974,Guyana,guy,Export,6929,6053.33,10-05-2021,Clothing,East Timothyshire,984536,631.57,Sea,Williams-Miller,Michelle Erickson,68755538,Net 60
7efb31c7-3ad1-43e4-a41a-0b2b4b45347f,Switzerland,listen,Import,632,6967.79,23-05-2021,Clothing,Brendastad,575528,4042.14,Sea,Figueroa-Nunez,Susan Glenn,58928626,Net 60
7d1cdedb-8cb7-4db5-a3e9-80234158fd4c,Bermuda,who,Import,8742,1800.14,11-07-2024,Machinery,Port Nicholas,791325,3983.48,Air,"Gonzales, Greene and Rodriguez",William Howe,24005577,Net 60
287a302d-6a2d-4ae7-a0fc-8e2974fb3857,Algeria,get,Export,9723,7576.69,07-06-2024,Electronics,West Jessicastad,344260,1024.22,Sea,Curry-Castro,Danielle Mccarty,41591416,Prepaid
c3d0db4b-ac9c-44e2-8deb-0960a7548bad,Colombia,you,Export,5117,2737.25,11-07-2024,Machinery,West Kenneth,382268,909.69,Land,Watson and Sons,Tyler Taylor,49289504,Prepaid
106cb112-d7a7-40e8-bb38-d6d08870582a,Hong Kong,answer,Export,3810,8191.44,18-03-2024,Electronics,Mariahbury,179115,3585.23,Land,"Crawford, Clarke and Benson",Kathryn Franco,64243611,Prepaid
badac4a8-5c22-491e-8b4c-b911f461b6ac,Central African Republic,office,Import,6149,177.93,11-03-2021,Clothing,Willieburgh,727404,319.43,Land,Hamilton Group,Tonya Underwood,29683166,Net 30
b5829344-df47-4a94-b4e3-0195ad0b7811,Lao People's Democratic Republic,maybe,Import,4866,3560.21,23-01-2021,Furniture,Bryantmouth,336171,3221.06,Sea,Caldwell PLC,Christian Lambert,67383012,Net 30
0ebbc767-692e-4c14-9d36-70f55a1e6984,Lithuania,describe,Export,3420,1302.14,15-09-2021,Furniture,Lake Cynthiafort,498740,4124.47,Sea,Craig Inc,Alejandro Smith,76365998,Net 60
393031a6-c82a-4c15-9733-f669852d8585,French Southern Territories,chance,Import,1160,6263.89,03-04-2024,Toys,Timothyhaven,414821,3605.26,Air,Brown Group,Micheal Gutierrez,52278946,Cash on Delivery
c6bcc8ec-05fd-46de-8565-e63fac08146d,Costa Rica,score,Import,273,7578.39,13-09-2022,Toys,Donovanhaven,713798,2587.37,Land,Price Ltd,Jason Wallace,31160449,Prepaid
1ef8021c-bce9-4f07-8ebb-7bc5a9988bcc,Slovenia,issue,Export,6348,8749.7,29-06-2020,Electronics,Maloneview,823072,3970.73,Air,Crawford PLC,Judy Riddle DVM,47807931,Cash on Delivery
bf8923ab-e697-43e8-8e30-7195a2fb2221,Angola,else,Import,221,5748.33,16-09-2021,Machinery,East Kristin,950243,473.69,Air,"Dillon, Smith and Velazquez",Craig Owens,18819114,Net 60
610153bd-c659-47de-82f9-9bf18034f222,Oman,in,Import,8638,8382.6,11-03-2021,Toys,Michellemouth,509342,1850.5,Sea,Contreras Group,Maria Mcneil,41309316,Prepaid
3a724b9f-56fb-4c72-ad6a-1bfc81be81f4,Nauru,would,Import,2563,9376.11,26-10-2019,Clothing,Amandaville,258396,1571.91,Land,"Barker, Obrien and Gonzales",Catherine Brewer,97046233,Net 60
77d1b027-bb61-4e8e-aa8f-b025e2b7ec7d,Vietnam,least,Import,6635,9006.02,15-10-2022,Furniture,Webbchester,590492,1686.58,Sea,James-Nelson,Traci Sanchez,53710040,Cash on Delivery
424ce97c-95aa-4a7f-a6e1-848e1ea957b9,Papua New Guinea,office,Import,1981,9129.42,03-11-2021,Clothing,Lake Connie,164568,1893.03,Land,Campbell Group,Karen Jones,12501312,Net 30
0f26aaee-19d3-45f5-bb3a-c357d92f19ba,Antarctica (the territory South of 60 deg S),night,Export,1392,4757.51,12-12-2022,Clothing,Pollardshire,869999,3097.79,Sea,Conley Inc,Ellen Morrow,56079911,Net 30
54428701-bbd5-480b-8a60-68c2ab582129,Burundi,may,Export,6118,2413.84,02-06-2020,Machinery,North Adamfurt,907987,2819.64,Land,Oliver PLC,Patricia Jacobs,27569184,Net 60
b4c2696b-3c75-49af-b409-598be29532a3,Bosnia and Herzegovina,his,Import,6956,308.24,23-08-2021,Clothing,Smithside,251811,4490.11,Sea,Peters LLC,Jimmy Hunt,21475349,Net 30
7d4cde31-8943-4bb0-abba-fac6acbb7851,Brazil,camera,Import,9988,8221.31,10-09-2020,Clothing,Pachecofort,276182,815.93,Air,"Williams, Bowman and Pittman",Sarah Reed,13583140,Net 60
7d26fea8-d463-4658-b3f7-8143cb0d1551,Bangladesh,team,Export,6402,7099.03,14-09-2022,Furniture,Port Kevinchester,977412,1737.18,Air,Smith-Russo,Yolanda Stevenson,85614886,Net 60
f58a769d-d9be-4c84-8e74-2e2f08fbc3b2,Liechtenstein,interview,Import,5885,599.55,22-04-2020,Clothing,Carriestad,189352,4324.36,Sea,Haynes-Campbell,Arthur Peck,25679353,Net 30
5162e941-6b26-4a4a-8bd3-9af18f733b72,Estonia,own,Export,2321,1755.56,24-08-2023,Electronics,Brittanybury,669020,2613.15,Land,"Williams, Brown and Carroll",Scott Marshall,20875381,Prepaid
af67e69a-1232-4c8b-945e-2b431c69651a,Poland,society,Export,9803,9502.45,11-12-2020,Clothing,Lynnshire,237638,1274.13,Sea,"Olson, Parks and Powell",Robert Oconnell,40639950,Cash on Delivery
066db941-5f7d-4765-831c-827638e4b0ca,Chile,yourself,Export,6487,7882.93,28-03-2024,Furniture,Lake Juliemouth,835711,1483.51,Land,"Valdez, Huang and Parker",Hector Stone,31209043,Net 30
f141f687-1660-40d5-ace0-69b2ab8cb1d3,Austria,concern,Import,3429,7756.52,03-10-2019,Furniture,North James,231821,1768.75,Sea,"Wagner, Brown and Miller",Deanna Warren,6045635,Prepaid
258878d3-a0a1-4dd7-9610-f70074a4edef,Saint Vincent and the Grenadines,mouth,Export,9741,1458.75,23-06-2021,Machinery,Meganburgh,631630,3410.7,Air,"Harmon, Johnson and Peterson",Daniel Thomas,96441224,Cash on Delivery
dbaafb8e-121c-400c-b7c7-4a2df31f7f3c,Sierra Leone,check,Export,340,8483.44,29-11-2020,Machinery,South Danielville,713911,2727.85,Sea,Welch-Mendoza,Joseph Oneill,52692136,Net 30
4d36a633-d5e3-4c62-8329-60f3af35be10,Tajikistan,rise,Import,1717,9862.37,19-03-2022,Toys,Scottside,136332,1303.71,Air,Cooper-Terrell,Rebecca Lyons,45302321,Prepaid
e2ab5667-5761-4c94-9824-2c016fb6061f,Cayman Islands,area,Import,4233,8607.08,02-12-2023,Electronics,New Brendastad,940491,2619.02,Land,"Brooks, Carter and Garcia",Amanda Gregory,76670935,Net 60
e9b3cd98-e6b3-4412-9df0-89a94c8a8e2b,Bulgaria,because,Export,1022,166.33,12-02-2020,Clothing,Hartside,916433,4608.41,Land,Brown PLC,Jeffrey Jackson,70056975,Net 60
8b803a73-689f-4fc1-9bd7-65232585d88d,Montenegro,according,Import,6544,909.31,18-02-2022,Machinery,Mooreton,270116,4930.1,Sea,Brown-Hubbard,Jaime Melendez,95415061,Net 30
29f3b769-3f25-4a83-8e9f-2fcb4def7440,Mauritius,music,Import,8281,7007.5,19-07-2020,Clothing,Steventon,423145,3563.8,Air,"Bell, Watts and Mcdonald",Richard King,87545203,Prepaid
94abe799-2be4-4e4d-ba6e-bbc16bce3ffb,Angola,hit,Import,9265,7544.19,14-11-2019,Clothing,South Thomas,857762,1328.6,Sea,Jones-Johnson,William Thompson,60478495,Cash on Delivery
e5a60ddb-679b-4e42-87fa-a6d908162d65,Yemen,board,Export,6888,9441.51,20-06-2020,Machinery,Kellyshire,351344,2455.18,Sea,Griffith-Becker,Alyssa Williams,53036169,Net 30
feebc909-e6cb-4fe7-87bc-42b505e8f188,Azerbaijan,short,Import,5050,3807.12,19-01-2021,Machinery,Kellymouth,697091,2551.81,Land,"Benson, Dawson and Dunn",Shannon Palmer,15701476,Net 60
59cbdf86-676b-4e5d-91ea-90bdd5134665,Falkland Islands (Malvinas),something,Export,6711,1649.51,31-01-2021,Furniture,Port Joseph,712661,4309.59,Land,Ballard-Peterson,Raymond Brown,57967175,Net 60
fe4eebda-f31b-40b9-9628-299a2a28483b,China,direction,Export,2022,1962.14,01-10-2019,Toys,Lake Nicoleland,754117,2582.2,Land,Brooks-Diaz,Sharon Jacobson,28360437,Net 60
bc64bfbf-233f-47c2-ab57-1710dac7fd16,Lesotho,reality,Import,5102,8464.34,09-06-2023,Electronics,West Tony,430621,4136.47,Sea,Kim PLC,Mark Ramsey,51119392,Net 60
f8c93b8b-1b24-4427-a624-7c06e63eebbc,French Guiana,fight,Import,3708,982.16,25-12-2019,Toys,West Amandastad,668356,4860.1,Air,Brown-Ortiz,Jessica Harrison,33181256,Net 30
b594b706-a7fb-481e-ba88-a4ab78916712,Czech Republic,reason,Import,5756,6914.21,21-11-2019,Machinery,Amyside,531834,4477.2,Sea,Lloyd-Anthony,Misty Hall,96353532,Cash on Delivery
7588ea46-3335-4991-a533-9fc827474acd,India,agree,Export,5891,4400.68,17-02-2023,Machinery,Lake Diana,146646,1141.89,Air,George and Sons,Chelsea Ryan,42041457,Prepaid
74e47c69-5b27-41a3-bc1c-44980ed7ebee,Isle of Man,answer,Export,5001,866.0,28-11-2021,Clothing,Jesuschester,953914,458.47,Land,Walker Inc,Catherine Frank,30217756,Net 30
f193b107-17dc-4a2d-980c-7c25dd7386b3,Mongolia,down,Export,9825,1541.23,25-08-2020,Toys,Lake Mariaport,453072,468.02,Air,Smith Inc,Megan Turner,59122682,Cash on Delivery
a285743e-2044-48d1-88c7-2ee8a69e49b2,Swaziland,how,Import,3576,6744.0,05-07-2020,Clothing,North Shannonton,639345,949.21,Sea,Franco-Hobbs,Nicole Knight,51526358,Net 60
f0bc3397-b4cb-4105-8dcd-336727c1ab41,Micronesia,especially,Export,4155,5241.95,01-10-2023,Electronics,Atkinsonberg,800814,107.27,Sea,"Clark, Norton and Smith",Miranda Thomas DDS,66819555,Cash on Delivery
a51e940c-d74a-4e60-a432-e35d461e3ae9,India,deal,Export,3153,9687.6,31-10-2020,Electronics,East Stephaniebury,995932,2410.43,Land,"Newton, Baker and Howard",Kevin Cook,20150248,Net 30
